-0.491057	-0.000894156
0.245308	-0.00655357
0.490616	-0.0122076
0.735924	-0.0148901
1.22654	-0.0244153
1.47185	-0.0327572
1.7176	-0.0369227
1.96291	-0.0390055
2.20821	-0.0583627
2.45352	-0.0649136
2.69883	-0.0699755
2.94414	-0.0729535
3.18945	-0.0783131
3.6805	-0.0836726
3.92581	-0.0860547
4.66174	-0.0872461
5.3981	-0.0863524
5.88872	-0.0854593
6.13403	-0.0827796
6.37933	-0.0815882
7.11526	-0.0806952
8.09693	-0.0809929
9.07816	-0.0803975
10.0598	-0.0795038
11.0415	-0.0786108
11.2868	-0.0774194
11.5321	-0.0756333
11.7774	-0.0741443
12.0227	-0.0726553
12.2681	-0.0711668
12.5134	-0.0672957
12.7587	-0.065509
13.0044	-0.0628292
13.2497	-0.0616384
13.495	-0.0586604
13.7403	-0.0571719
13.9856	-0.0524072
14.231	-0.0494302
14.4763	-0.0437708
14.7216	-0.0393054
14.9673	-0.0339458
15.2126	-0.0217382
15.4579	-0.0199498
15.7032	-0.0136961
15.9486	-0.00982501
16.1939	-0.00535958
16.4392	-0.00119399
16.6849	0.000594319
16.9302	0.00476526
17.1755	0.00654822
17.4208	0.0113135
17.6662	0.012802
17.9115	0.0139959
18.6478	0.0145903
19.1384	0.0136961
19.6291	0.0125075
19.8744	0.00208279
20.1197	0.
20.365	-0.00625374
21.1013	-0.00714789
22.0826	-0.00863637
22.5736	-0.00714789
23.0643	-0.00268247
23.3096	-0.000594319
23.5549	0.000894156
23.8002	0.00535958
24.2912	0.00625374
25.2725	0.00565406
25.5178	0.00416559
25.7631	-0.00208279
26.0084	-0.00327679
26.2541	-0.00446543
27.2354	-0.00417094
27.726	-0.00297695
28.217	-0.00178831
28.7077	0.000594319
28.953	0.00327679
29.9346	0.00357127
30.4253	0.00178831
30.9159	0.000594319
31.4065	-0.000299837
31.8975	-0.00148848
32.8788	-0.00119399
33.1241	0.000894156
33.6147	0.00178831
34.5964	0.00118864
35.3323	0.
36.314	-0.000594319
36.8046	0.000294482
37.7863	0.000894156
39.2581	0.000594319
40.4851	0.000594319
41.4668	0.000294482
42.9386	0.000594319
44.1656	0.000594319
44.4109	0.00178831
45.3926	0.00178831
45.6379	0.
47.1102	-0.000594319
48.3367	0.
49.0731	0.000594319
