-11.2828	-0.000533512
-10.198	-0.000533512
-8.89619	-0.000800267
-7.59436	-0.00106648
-6.07549	-0.00186675
-4.55662	-0.0021335
-3.25479	-0.00346674
-2.17001	-0.00453322
-1.08522	-0.00639997
0.	-0.00746645
1.30183	-0.00986671
2.16957	-0.0114667
2.82026	-0.0136002
3.90548	-0.0152002
4.77322	-0.0184002
5.42391	-0.0207999
6.29209	-0.0234669
6.50914	-0.0255999
7.15983	-0.0285331
7.59392	-0.0309334
8.02757	-0.0333331
8.46166	-0.0357334
8.89575	-0.0383998
9.54644	-0.0410668
10.1976	-0.0437333
10.6317	-0.0461336
11.0653	-0.0485333
11.7164	-0.0509336
12.3671	-0.0533333
13.0183	-0.0552
13.886	-0.0573335
14.5371	-0.0594665
15.1878	-0.0616
16.2726	-0.0637335
16.7067	-0.0653335
17.7915	-0.0664
18.8763	-0.0669335
19.3104	-0.0658665
19.9611	-0.0650667
20.3952	-0.0642665
20.6122	-0.0629332
20.8292	-0.0613332
21.2629	-0.0602668
21.4799	-0.0570668
21.697	-0.0554668
21.914	-0.0522668
22.3481	-0.0504
22.5647	-0.0472001
22.7818	-0.0431998
22.9988	-0.0410668
23.2159	-0.0381336
23.4329	-0.0360001
23.6499	-0.0338666
23.8665	-0.0269331
24.0836	-0.0242666
24.3006	-0.015467
24.5177	-0.0037335
24.7347	-0.00106648
24.9518	0.00159999
25.1684	0.00959996
25.3854	0.0141332
25.6025	0.0200002
25.8195	0.0250664
26.0366	0.0269331
26.2536	0.0325334
26.6872	0.0349331
27.1213	0.0367998
27.3384	0.0378669
27.9891	0.0373333
28.4232	0.0365331
28.6402	0.0354666
29.0743	0.0205332
29.2909	0.0104002
29.5079	0.00613322
29.725	0.00239972
29.942	0.000799725
30.3761	-0.00293323
30.5927	-0.0114667
31.2439	-0.0165334
31.4609	-0.0234669
31.678	-0.0248002
31.8946	-0.0298669
32.1116	-0.0341334
32.7627	-0.0346669
32.9798	-0.0335998
33.1964	-0.0322666
33.4134	-0.0306666
33.6305	-0.0258666
33.8475	-0.0245334
34.0646	-0.0210667
34.2816	-0.0181334
34.7153	-0.0114667
35.1493	-0.00586646
35.3664	-0.00426647
35.5834	-0.00133324
35.8	0.000799725
36.0171	0.00319999
36.2341	0.00533349
36.4512	0.00826672
37.1019	0.0125332
37.3189	0.0200002
37.97	0.0205332
38.8378	0.0202664
39.2719	0.0186664
39.4889	0.00959996
39.7055	0.00773321
40.3567	0.00266647
40.7907	-0.00159999
41.0073	-0.00586646
41.2244	-0.00773321
41.6585	-0.0093332
42.0926	-0.0109332
42.3092	-0.0122664
42.5262	-0.0136002
42.9603	-0.0146667
43.828	-0.0133335
44.0451	-0.00880023
44.2621	-0.00533349
44.4792	-0.00400025
44.6962	-0.00266647
44.9133	-0.00133324
45.564	0.000266756
45.9981	0.00319999
46.4317	0.00426647
46.6487	0.00586646
47.0828	0.00693348
47.5169	0.00799996
48.3847	0.00853348
49.2524	0.00826672
49.4694	0.00666673
49.6865	0.00506673
49.9035	0.00159999
50.1206	-0.000533512
50.5542	-0.00266647
51.4224	-0.0037335
52.5072	-0.00453322
53.3749	-0.00426647
54.2427	-0.00266647
54.8938	-0.00133324
55.5445	-0.000266756
56.1956	0.00106648
56.8463	0.00159999
57.4975	0.00239972
57.9315	0.00319999
58.7993	0.00399971
59.667	0.00346674
60.1011	0.0021335
60.7518	0.000533512
61.4029	-0.000800267
61.837	-0.0021335
62.2707	-0.00319999
62.7048	-0.00453322
62.9218	-0.00560025
63.5725	-0.00613322
64.4407	-0.00479998
64.8743	-0.00319999
65.5255	-0.00159999
65.7425	0.
66.1762	0.00133324
66.3932	0.00239972
67.0443	0.00346674
67.9121	0.00399971
68.7798	0.00346674
69.4309	0.00186675
69.648	0.
69.865	-0.00479998
70.2987	-0.00613322
71.1669	-0.00639997
72.0346	-0.00586646
72.6853	-0.00426647
73.1194	-0.00293323
73.7705	-0.00159999
73.9871	0.00133324
74.2042	0.00266647
74.6383	0.00479998
75.289	0.00533349
75.723	0.00426647
76.1571	0.00293323
76.3742	0.00106648
76.5908	-0.000800267
76.8078	-0.0021335
77.2419	-0.00533349
77.676	-0.00666673
78.5437	-0.00639997
79.4115	-0.00506673
79.8456	-0.0037335
80.2797	-0.00240026
80.4967	-0.00133324
80.9304	-0.000533512
81.1474	0.00106648
81.5815	0.0037335
82.0151	0.00479998
82.6663	0.00533349
83.1004	0.00453322
83.534	0.00346674
83.9681	0.
84.1851	-0.00133324
84.4022	-0.00400025
85.0529	-0.00506673
85.9206	-0.00479998
86.7888	-0.00346674
87.0058	-0.00240026
87.4395	-0.00133324
87.6565	-0.000266756
88.0906	0.00106648
88.3077	0.00239972
88.7413	0.00319999
89.1754	0.00399971
90.2602	0.00319999
90.4772	0.00159999
90.9113	-0.00106648
91.1279	-0.00266647
91.345	-0.00426647
91.9961	-0.00506673
92.8638	-0.00560025
93.515	-0.00453322
93.9486	-0.00266647
94.1657	0.
94.3827	0.00106648
94.8168	0.00186675
95.2505	0.00266647
95.6845	0.00346674
96.5523	0.00346674
97.2034	0.0021335
97.6375	0.000799725
98.0712	-0.000266756
99.1559	-0.00319999
100.241	-0.00293323
100.458	-0.00159999
100.675	-0.000266756
100.892	0.00106648
101.543	0.00239972
102.194	0.00346674
102.845	0.00266647
103.496	0.000799725
103.93	-0.000266756
104.58	-0.00159999
105.665	-0.00293323
106.533	-0.00319999
107.401	-0.0021335
108.269	0.00106648
109.354	0.00106648
110.222	0.000266756
111.089	-0.00133324
111.741	-0.000800267
112.608	-0.000266756
113.693	-0.000266756
114.778	-0.000266756
115.646	0.000799725
117.599	0.
118.467	-0.000533512
119.986	0.
121.07	0.000533512
122.372	-0.000533512
123.457	-0.000533512
124.542	0.000266756
126.278	-0.000266756
127.362	-0.00133324
128.23	-0.000266756
129.098	0.
130.4	-0.000266756
131.702	-0.00133324
132.353	-0.00186675
133.438	-0.000800267
134.306	0.
135.608	0.000266756
136.909	0.
137.994	-0.00106648
138.862	-0.00106648
139.73	-0.000266756
140.815	0.000533512
141.9	0.000799725
142.55	0.
143.201	-0.00133324
144.286	-0.00240026
145.154	-0.00133324
145.805	0.000266756
146.456	0.00106648
147.324	0.00186675
148.192	0.000266756
148.843	-0.00133324
149.928	-0.00133324
150.795	-0.000533512
151.447	0.000533512
152.097	0.00159999
152.965	0.00186675
153.616	0.000533512
154.267	-0.000800267
155.352	-0.00133324
156.003	-0.000800267
156.871	-0.000266756
